keyword,file,line_start,line_end,snippet
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,1564,1564,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,1582,1582,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,1600,1600,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,1618,1618,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,1636,1636,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/05_enamed_2025_questions.sql,1654,1654,"'Questão oficial ENAMED 2025. Explicação em elaboração.',"
ENAMED,infrastructure/supabase/seed/06_cip_sample_data.sql,8,8,-- 1. CIP Diagnoses (sample from each ENAMED area)
ENAMED,infrastructure/supabase/seed/06_cip_sample_data.sql,394,394,-- - 16 diagnoses across all 5 ENAMED areas
ENAMED,infrastructure/supabase/seed/07_fcr_cases.sql,2,2,-- 5 high-quality clinical reasoning cases (one per ENAMED area)
IRT,infrastructure/supabase/seed/ETL_FRAMEWORK_SUMMARY.md,21,21,│   └── irt.ts                 # IRT parameter estimation (metadata-based)
IRT,infrastructure/supabase/seed/ETL_FRAMEWORK_SUMMARY.md,25,25,"│   └── validators/            # (Future: schema, IRT, content validators)"
IRT,infrastructure/supabase/seed/ETL_FRAMEWORK_SUMMARY.md,32,32,- `CompleteQuestion` interface with IRT parameters and metadata
IRT,infrastructure/supabase/seed/ETL_FRAMEWORK_SUMMARY.md,57,57,- `estimateIRTFromMetadata()`: Metadata-based IRT parameter estimation
IRT,infrastructure/supabase/seed/ETL_FRAMEWORK_SUMMARY.md,58,58,- `validateIRTParameters()`: Bounds checking
IRT,infrastructure/supabase/seed/ETL_FRAMEWORK_SUMMARY.md,59,59,- `formatIRTParameters()`: Display formatting
IRT,infrastructure/supabase/seed/ETL_FRAMEWORK_SUMMARY.md,68,68,### 2. Metadata-Based IRT Estimation (in shared package)
IRT,infrastructure/supabase/seed/ETL_FRAMEWORK_SUMMARY.md,72,72,- `IRT_ESTIMATION_CONFIG`: Default configuration with all coefficients
IRT,infrastructure/supabase/seed/ETL_FRAMEWORK_SUMMARY.md,78,78,- `estimateIRTFromMetadata()`: Combined heuristic estimation
IRT,infrastructure/supabase/seed/ETL_FRAMEWORK_SUMMARY.md,79,79,- `validateIRTParameters()`: Bounds validation
IRT,infrastructure/supabase/seed/ETL_FRAMEWORK_SUMMARY.md,80,80,- `formatIRTParameters()`: Display formatting
IRT,infrastructure/supabase/seed/ETL_FRAMEWORK_SUMMARY.md,108,108,"├── transform()          # Add IRT, metadata, area classification"
IRT,infrastructure/supabase/seed/ETL_FRAMEWORK_SUMMARY.md,115,115,Raw PDF → Text → Questions → Options Parsed → IRT Estimated →
IRT,infrastructure/supabase/seed/ETL_FRAMEWORK_SUMMARY.md,122,122,- `CompleteQuestion`: RawQuestion + IRT parameters + metadata
ENAMED,infrastructure/supabase/seed/ETL_FRAMEWORK_SUMMARY.md,149,149,### Phase 2: ENAMED Refactoring
ENAMED,infrastructure/supabase/seed/ETL_FRAMEWORK_SUMMARY.md,167,167,- URL: INEP portal (same as ENAMED)
IRT,infrastructure/supabase/seed/ETL_FRAMEWORK_SUMMARY.md,183,183,- Add columns for IRT metadata tracking
IRT,infrastructure/supabase/seed/ETL_FRAMEWORK_SUMMARY.md,204,204,async transform(questions) { /* add IRT */ }
verification,infrastructure/supabase/seed/ETL_FRAMEWORK_SUMMARY.md,224,224,## Verification Checklist
IRT,infrastructure/supabase/seed/ETL_FRAMEWORK_SUMMARY.md,228,228,"- ✅ Core utilities implemented (cache, SQL, HTTP, PDF, IRT)"
IRT,infrastructure/supabase/seed/ETL_FRAMEWORK_SUMMARY.md,230,230,- ✅ Metadata-based IRT estimation in shared package
ENAMED,infrastructure/supabase/seed/ETL_FRAMEWORK_SUMMARY.md,231,231,- ⏳ ENAMED refactored as first plugin (in progress)
ENAMED,infrastructure/supabase/seed/ETL_FRAMEWORK_SUMMARY.md,244,244,- Phase 1 (Foundation): 90 (ENAMED only)
ENAMED,infrastructure/supabase/seed/ETL_FRAMEWORK_SUMMARY.md,245,245,- After ENAMED refactor: 90
ENAMED,infrastructure/supabase/seed/README.md,21,21,- `question_banks` - should have 1 row (ENAMED Pilot Test Bank)
ENAMED,infrastructure/supabase/seed/README.md,23,23,- `exams` - should have 1 row (Simulado ENAMED - Pilot Test)
ENAMED,infrastructure/supabase/seed/README.md,28,28,- **Name**: ENAMED Pilot Test Bank
ENAMED,infrastructure/supabase/seed/README.md,29,29,- **Questions**: 5 sample questions covering all 5 ENAMED areas
IRT,infrastructure/supabase/seed/README.md,34,34,- IRT Difficulty: -0.5 (below average)
IRT,infrastructure/supabase/seed/README.md,38,38,- IRT Difficulty: 0.2 (average)
IRT,infrastructure/supabase/seed/README.md,42,42,- IRT Difficulty: 1.2 (above average)
IRT,infrastructure/supabase/seed/README.md,46,46,- IRT Difficulty: 0.5 (average)
IRT,infrastructure/supabase/seed/README.md,50,50,- IRT Difficulty: -0.8 (below average)
ENAMED,infrastructure/supabase/seed/README.md,54,54,- **Title**: Simulado ENAMED - Pilot Test
IRT,infrastructure/supabase/seed/README.md,62,62,The questions have different IRT parameters to properly test the TRI scoring system:
ENAMED,infrastructure/supabase/seed/README.md,78,78,"3. **Start ""Simulado ENAMED - Pilot Test""**"
ENAMED,infrastructure/supabase/seed/bootstrap-validation.js,3,3,* Compares metadata-based IRT estimates against ENAMED empirical data
IRT,infrastructure/supabase/seed/bootstrap-validation.js,3,3,* Compares metadata-based IRT estimates against ENAMED empirical data
IRT,infrastructure/supabase/seed/bootstrap-validation.js,4,4,* Used to tune IRT_ESTIMATION_CONFIG coefficients
ENAMED,infrastructure/supabase/seed/bootstrap-validation.js,12,12,* Load ENAMED microdata from file
microdata,infrastructure/supabase/seed/bootstrap-validation.js,12,12,* Load ENAMED microdata from file
ENAMED,infrastructure/supabase/seed/bootstrap-validation.js,14,14,loadENAMEDMicrodata(microDataPath) {
microdata,infrastructure/supabase/seed/bootstrap-validation.js,14,14,loadENAMEDMicrodata(microDataPath) {
microdata,infrastructure/supabase/seed/bootstrap-validation.js,18,18,"const content = readFileSync(microDataPath, 'utf-8');"
microdata,infrastructure/supabase/seed/bootstrap-validation.js,46,46,console.error(`Failed to load microdata: ${err}`);
IRT,infrastructure/supabase/seed/bootstrap-validation.js,183,183,lines.push('║          IRT Estimation Bootstrap Validation Report        ║');
ENAMED,infrastructure/supabase/seed/bootstrap-validation.js,184,184,lines.push('║                      ENAMED 2025 Data                      ║');
DIF,infrastructure/supabase/seed/bootstrap-validation.js,196,196,lines.push('DIFFICULTY PARAMETER');
DIF,infrastructure/supabase/seed/bootstrap-validation.js,246,246,lines.push('TOP 10 DIFFICULTY ESTIMATION ERRORS');
IRT,infrastructure/supabase/seed/bootstrap-validation.js,286,286,* IRT Estimation Config (Conservative Phase 1 tuning)
ENAMED,infrastructure/supabase/seed/bootstrap-validation.js,287,287,* Based on bootstrap validation against ENAMED 2025 microdata
microdata,infrastructure/supabase/seed/bootstrap-validation.js,287,287,* Based on bootstrap validation against ENAMED 2025 microdata
IRT,infrastructure/supabase/seed/bootstrap-validation.js,294,294,const IRT_ESTIMATION_CONFIG = {
IRT,infrastructure/supabase/seed/bootstrap-validation.js,335,335,* Estimate IRT from metadata (same as in packages/shared)
IRT,infrastructure/supabase/seed/bootstrap-validation.js,337,337,function estimateIRTFromMetadata(metadata) {
IRT,infrastructure/supabase/seed/bootstrap-validation.js,338,338,let difficulty = IRT_ESTIMATION_CONFIG.difficulty.baseValue;
IRT,infrastructure/supabase/seed/bootstrap-validation.js,341,341,const institutionAdj = IRT_ESTIMATION_CONFIG.difficulty.institutionAdjustment['TIER_1_NATIONAL'] || 0;
IRT,infrastructure/supabase/seed/bootstrap-validation.js,346,346,const yearAdj = yearsSince2024 * IRT_ESTIMATION_CONFIG.difficulty.yearDriftPerYear;
IRT,infrastructure/supabase/seed/bootstrap-validation.js,350,350,const examAdj = IRT_ESTIMATION_CONFIG.difficulty.examTypeAdjustment['national'] || 0;
IRT,infrastructure/supabase/seed/bootstrap-validation.js,355,355,const positionAdj = (positionRatio - 0.5) * 2 * IRT_ESTIMATION_CONFIG.difficulty.positionMaxAdjustment;
IRT,infrastructure/supabase/seed/bootstrap-validation.js,360,360,const areaAdj = IRT_ESTIMATION_CONFIG.difficulty.areaAdjustment[metadata.area] || 0;
IRT,infrastructure/supabase/seed/bootstrap-validation.js,366,366,"IRT_ESTIMATION_CONFIG.difficulty.minValue,"
IRT,infrastructure/supabase/seed/bootstrap-validation.js,367,367,"Math.min(IRT_ESTIMATION_CONFIG.difficulty.maxValue, difficulty)"
IRT,infrastructure/supabase/seed/bootstrap-validation.js,371,371,let discrimination = IRT_ESTIMATION_CONFIG.discrimination.baseValue;
IRT,infrastructure/supabase/seed/bootstrap-validation.js,372,372,const instMult = IRT_ESTIMATION_CONFIG.discrimination.institutionMultiplier['TIER_1_NATIONAL'] || 1.0;
IRT,infrastructure/supabase/seed/bootstrap-validation.js,374,374,const examMult = IRT_ESTIMATION_CONFIG.discrimination.examTypeMultiplier['national'] || 1.0;
IRT,infrastructure/supabase/seed/bootstrap-validation.js,377,377,"IRT_ESTIMATION_CONFIG.discrimination.minValue,"
IRT,infrastructure/supabase/seed/bootstrap-validation.js,378,378,"Math.min(IRT_ESTIMATION_CONFIG.discrimination.maxValue, discrimination)"
IRT,infrastructure/supabase/seed/bootstrap-validation.js,382,382,const guessing = IRT_ESTIMATION_CONFIG.guessing.optionCountMap[4] || 0.25;
ENAMED,infrastructure/supabase/seed/bootstrap-validation.js,393,393,console.log('🔍 Running Bootstrap Validation on ENAMED 2025...');
microdata,infrastructure/supabase/seed/bootstrap-validation.js,396,396,// Load empirical data from microdata file
microdata,infrastructure/supabase/seed/bootstrap-validation.js,397,397,const microDataPath = join(
ENAMED,infrastructure/supabase/seed/bootstrap-validation.js,401,401,const empiricalData = validator.loadENAMEDMicrodata(microDataPath);
microdata,infrastructure/supabase/seed/bootstrap-validation.js,401,401,const empiricalData = validator.loadENAMEDMicrodata(microDataPath);
ENAMED,infrastructure/supabase/seed/bootstrap-validation.js,403,403,console.log(`✓ Loaded ${empiricalData.size} items from ENAMED microdata`);
microdata,infrastructure/supabase/seed/bootstrap-validation.js,403,403,console.log(`✓ Loaded ${empiricalData.size} items from ENAMED microdata`);
IRT,infrastructure/supabase/seed/bootstrap-validation.js,405,405,// Generate estimated questions using metadata-based IRT
ENAMED,infrastructure/supabase/seed/bootstrap-validation.js,406,406,"// ENAMED 2025 metadata: 90 questions, 5 areas"
IRT,infrastructure/supabase/seed/bootstrap-validation.js,432,432,const irt = estimateIRTFromMetadata(metadata);
ENAMED,infrastructure/supabase/seed/bootstrap-validation.js,441,441,console.log(`✓ Generated estimated IRT parameters for 90 ENAMED questions`);
IRT,infrastructure/supabase/seed/bootstrap-validation.js,441,441,console.log(`✓ Generated estimated IRT parameters for 90 ENAMED questions`);
DIF,infrastructure/supabase/seed/bootstrap-validation.js,461,461,console.log('DIFFICULTY ESTIMATION BY AREA');
DIF,infrastructure/supabase/seed/bootstrap-validation.js,512,512,console.log('🔴 DIFFICULTY ESTIMATION NEEDS SIGNIFICANT TUNING');
ENAMED,infrastructure/supabase/seed/bootstrap-validation.js,520,520,"'      - Current: +0.4, Try: +0.6 to +0.8 (ENAMED is highly selective)'"
DIF,infrastructure/supabase/seed/bootstrap-validation.js,531,531,console.log('🟡 DIFFICULTY ESTIMATION COULD USE FINE-TUNING');
DIF,infrastructure/supabase/seed/bootstrap-validation.js,537,537,console.log('🟢 DIFFICULTY ESTIMATION IS WELL-CALIBRATED');
ENAMED,infrastructure/supabase/seed/bootstrap-validation.js,560,560,"'      - Current: 1.2, Try: 1.3 to 1.4 (ENAMED questions discriminate well)'"
ENAMED,infrastructure/supabase/seed/bootstrap-validation.ts,3,3,* Compares metadata-based IRT estimates against ENAMED empirical data
IRT,infrastructure/supabase/seed/bootstrap-validation.ts,3,3,* Compares metadata-based IRT estimates against ENAMED empirical data
IRT,infrastructure/supabase/seed/bootstrap-validation.ts,4,4,* Used to tune IRT_ESTIMATION_CONFIG coefficients
ENAMED,infrastructure/supabase/seed/bootstrap-validation.ts,31,31,* Load ENAMED microdata from file
microdata,infrastructure/supabase/seed/bootstrap-validation.ts,31,31,* Load ENAMED microdata from file
ENAMED,infrastructure/supabase/seed/bootstrap-validation.ts,33,33,"private loadENAMEDMicrodata(microDataPath: string): Map<number, any> {"
microdata,infrastructure/supabase/seed/bootstrap-validation.ts,33,33,"private loadENAMEDMicrodata(microDataPath: string): Map<number, any> {"
microdata,infrastructure/supabase/seed/bootstrap-validation.ts,37,37,"const content = readFileSync(microDataPath, 'utf-8');"
microdata,infrastructure/supabase/seed/bootstrap-validation.ts,65,65,console.error(`Failed to load microdata: ${err}`);
IRT,infrastructure/supabase/seed/bootstrap-validation.ts,221,221,lines.push('║          IRT Estimation Bootstrap Validation Report        ║');
ENAMED,infrastructure/supabase/seed/bootstrap-validation.ts,222,222,lines.push('║                      ENAMED 2025 Data                      ║');
DIF,infrastructure/supabase/seed/bootstrap-validation.ts,234,234,lines.push('DIFFICULTY PARAMETER');
DIF,infrastructure/supabase/seed/bootstrap-validation.ts,284,284,lines.push('TOP 10 DIFFICULTY ESTIMATION ERRORS');
IRT,infrastructure/supabase/seed/bootstrap-validation.ts,324,324,* IRT Estimation Config (from shared packages)
IRT,infrastructure/supabase/seed/bootstrap-validation.ts,326,326,const IRT_ESTIMATION_CONFIG = {
IRT,infrastructure/supabase/seed/bootstrap-validation.ts,367,367,* Estimate IRT from metadata (same as in packages/shared)
IRT,infrastructure/supabase/seed/bootstrap-validation.ts,369,369,function estimateIRTFromMetadata(metadata: any): any {
IRT,infrastructure/supabase/seed/bootstrap-validation.ts,370,370,let difficulty = IRT_ESTIMATION_CONFIG.difficulty.baseValue;
IRT,infrastructure/supabase/seed/bootstrap-validation.ts,373,373,const institutionAdj = IRT_ESTIMATION_CONFIG.difficulty.institutionAdjustment['TIER_1_NATIONAL'] || 0;
IRT,infrastructure/supabase/seed/bootstrap-validation.ts,378,378,const yearAdj = yearsSince2024 * IRT_ESTIMATION_CONFIG.difficulty.yearDriftPerYear;
IRT,infrastructure/supabase/seed/bootstrap-validation.ts,382,382,const examAdj = IRT_ESTIMATION_CONFIG.difficulty.examTypeAdjustment['national'] || 0;
IRT,infrastructure/supabase/seed/bootstrap-validation.ts,387,387,const positionAdj = (positionRatio - 0.5) * 2 * IRT_ESTIMATION_CONFIG.difficulty.positionMaxAdjustment;
IRT,infrastructure/supabase/seed/bootstrap-validation.ts,392,392,const areaAdj = IRT_ESTIMATION_CONFIG.difficulty.areaAdjustment[metadata.area] || 0;
IRT,infrastructure/supabase/seed/bootstrap-validation.ts,398,398,"IRT_ESTIMATION_CONFIG.difficulty.minValue,"
IRT,infrastructure/supabase/seed/bootstrap-validation.ts,399,399,"Math.min(IRT_ESTIMATION_CONFIG.difficulty.maxValue, difficulty)"
IRT,infrastructure/supabase/seed/bootstrap-validation.ts,403,403,let discrimination = IRT_ESTIMATION_CONFIG.discrimination.baseValue;
IRT,infrastructure/supabase/seed/bootstrap-validation.ts,404,404,const instMult = IRT_ESTIMATION_CONFIG.discrimination.institutionMultiplier['TIER_1_NATIONAL'] || 1.0;
IRT,infrastructure/supabase/seed/bootstrap-validation.ts,406,406,const examMult = IRT_ESTIMATION_CONFIG.discrimination.examTypeMultiplier['national'] || 1.0;
IRT,infrastructure/supabase/seed/bootstrap-validation.ts,409,409,"IRT_ESTIMATION_CONFIG.discrimination.minValue,"
IRT,infrastructure/supabase/seed/bootstrap-validation.ts,410,410,"Math.min(IRT_ESTIMATION_CONFIG.discrimination.maxValue, discrimination)"
IRT,infrastructure/supabase/seed/bootstrap-validation.ts,414,414,const guessing = IRT_ESTIMATION_CONFIG.guessing.optionCountMap[4] || 0.25;
ENAMED,infrastructure/supabase/seed/bootstrap-validation.ts,425,425,console.log('🔍 Running Bootstrap Validation on ENAMED 2025...');
microdata,infrastructure/supabase/seed/bootstrap-validation.ts,428,428,// Load empirical data from microdata file
microdata,infrastructure/supabase/seed/bootstrap-validation.ts,429,429,const microDataPath = join(
